	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	kegg_id	kegg_hit	kegg_RBH	kegg_identity	kegg_bitScore	kegg_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_hits	vogdb_description	vogdb_categories	heme_regulatory_motif_count
PKUV01_ENA|PKUV01000003|PKUV01000003.1_18	PKUV01	ENA|PKUV01000003|PKUV01000003.1	18	20449	20928	1	C		aol:S58_14570  cupin 2 barrel domain-containing protein	False	0.8859999999999999	288.0	3.313e-87								Cupin domain [PF07883.11]; Cupin [PF00190.22]		sp|Q5UP75|YL612_MIMIV Uncharacterized protein L612; Xs	Xs	0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_19	PKUV01	ENA|PKUV01000003|PKUV01000003.1	19	21011	21847	-1	C	K01120	hse:Hsero_2541  cpdA; 3',5'-cyclic-nucleotide phosphodiesterase (EC:3.1.4.17); K01120 3',5'-cyclic-nucleotide phosphodiesterase [EC:3.1.4.17]	False	0.602	321.0	2.266999999999999e-96								Calcineurin-like phosphoesterase [PF00149.28]; Calcineurin-like phosphoesterase superfamily domain [PF12850.7]				0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_20	PKUV01	ENA|PKUV01000003|PKUV01000003.1	20	21863	22780	-1	C	K07029	hse:Hsero_2540  sphingosine kinase/eukaryotic diacylglycerol kinase; K07029	False	0.486	272.0	7.979999999999997e-79								Diacylglycerol kinase catalytic domain [PF00781.24]				0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_21	PKUV01	ENA|PKUV01000003|PKUV01000003.1	21	23176	25803	-1	A	K01531	nii:Nit79A3_0034  magnesium-translocating P-type ATPase; K01531 Mg2+-importing ATPase [EC:3.6.3.2]	True	0.8320000000000001	1501.0	0.0								E1-E2 ATPase [PF00122.20]; haloacid dehalogenase-like hydrolase [PF00702.26]; Cation transporting ATPase, C-terminus [PF00689.21]; Cation transporter/ATPase, N-terminus [PF00690.26]; Cation transport ATPase (P-type) [PF13246.6]		sp|O22218|ACA4_ARATH Calcium-transporting ATPase 4, plasma membrane-type; Xh	Xh	0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_22	PKUV01	ENA|PKUV01000003|PKUV01000003.1	22	26106	26516	1	C		aba:Acid345_2462  response regulator receiver protein	False	0.448	91.0	2.0899999999999998e-19								Response regulator receiver domain [PF00072.24]				0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_23	PKUV01	ENA|PKUV01000003|PKUV01000003.1	23	26664	26849	1	E																		0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_24	PKUV01	ENA|PKUV01000003|PKUV01000003.1	24	27041	27589	1	C		sus:Acid_4568  transport-associated protein	False	0.516	175.0	1.022e-47								BON domain [PF04972.17]				0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_25	PKUV01	ENA|PKUV01000003|PKUV01000003.1	25	28180	28848	1	C		nha:Nham_2535  cyclic nucleotide-binding domain-containing protein	False	0.63	260.0	2.253e-76								Cyclic nucleotide-binding domain [PF00027.29]; Crp-like helix-turn-helix domain [PF13545.6]				0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_26	PKUV01	ENA|PKUV01000003|PKUV01000003.1	26	28907	29107	-1	E																		0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_27	PKUV01	ENA|PKUV01000003|PKUV01000003.1	27	29620	29913	1	E																		0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_28	PKUV01	ENA|PKUV01000003|PKUV01000003.1	28	30004	30417	1	E																		0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_29	PKUV01	ENA|PKUV01000003|PKUV01000003.1	29	30663	31241	1	C		aba:Acid345_3971  secreted protein	False	0.5820000000000001	211.0	7.656999999999996e-60												0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_30	PKUV01	ENA|PKUV01000003|PKUV01000003.1	30	31242	31655	1	C		aba:Acid345_3970  hypothetical protein	False	0.526	165.0	7.096e-45												0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_31	PKUV01	ENA|PKUV01000003|PKUV01000003.1	31	32112	32291	1	C		gur:Gura_2405  CsbD family protein	False	0.5820000000000001	69.0	3.488e-13								CsbD-like [PF05532.12]				0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_32	PKUV01	ENA|PKUV01000003|PKUV01000003.1	32	32513	33757	1	C		aba:Acid345_0555  hypothetical protein	False	0.314	153.0	1.2749999999999998e-36								AI-2E family transporter [PF01594.16]				0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_33	PKUV01	ENA|PKUV01000003|PKUV01000003.1	33	34153	34914	1	C		bbat:Bdt_1396  hypothetical protein	False	0.325	94.0	7.416e-19												0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_34	PKUV01	ENA|PKUV01000003|PKUV01000003.1	34	35223	35636	-1	C		tra:Trad_0884  PRC-barrel domain-containing protein	False	0.67	148.0	5.588e-39								PRC-barrel domain [PF05239.16]				0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_35	PKUV01	ENA|PKUV01000003|PKUV01000003.1	35	35954	36844	1	C		aba:Acid345_1715  hypothetical protein	False	0.383	164.0	4.834999999999999e-42												0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_36	PKUV01	ENA|PKUV01000003|PKUV01000003.1	36	37323	37481	1	E																		0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_37	PKUV01	ENA|PKUV01000003|PKUV01000003.1	37	37450	37674	1	C		actn:L083_3552  hypothetical protein	False	0.498	61.0	4.177e-10												0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_38	PKUV01	ENA|PKUV01000003|PKUV01000003.1	38	38676	39038	1	C		gma:AciX8_0950  TonB-dependent receptor plug	False	0.593	113.0	3.099999999999999e-27												0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_39	PKUV01	ENA|PKUV01000003|PKUV01000003.1	39	39133	41622	1	A		aba:Acid345_0944  glycoside hydrolase/PKD	True	0.682	1113.0	0.0								Melibiase [PF02065.18]; Alpha galactosidase A [PF16499.5]; PKD domain [PF00801.20]	GH36 alpha-galactosidase (EC 3.2.1.22); alpha-N-acetylgalactosaminidase (EC 3.2.1.49); stachyose synthase (EC 2.4.1.67); raffinose synthase (EC 2.4.1.82) [GH36]			0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_40	PKUV01	ENA|PKUV01000003|PKUV01000003.1	40	41853	42614	1	C	K02081	aba:Acid345_3908  DeoR family transcriptional regulator; K02081 DeoR family transcriptional regulator, aga operon transcriptional repressor	False	0.631	314.0	2.2079999999999997e-94								DeoR C terminal sensor domain [PF00455.22]; DeoR-like helix-turn-helix domain [PF08220.12]				0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_41	PKUV01	ENA|PKUV01000003|PKUV01000003.1	41	43183	44196	-1	C		ccz:CCALI_02260  Domain of unknown function (DUF4380)	False	0.466	265.0	5.755999999999998e-76								Domain of unknown function (DUF4380) [PF14315.6]				0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_42	PKUV01	ENA|PKUV01000003|PKUV01000003.1	42	44242	46686	-1	E																		0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_43	PKUV01	ENA|PKUV01000003|PKUV01000003.1	43	46768	50154	-1	C		acm:AciX9_3821  TonB-dependent receptor plug	False	0.274	423.0	1.1709999999999995e-119								Carboxypeptidase regulatory-like domain [PF13620.6]				0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_44	PKUV01	ENA|PKUV01000003|PKUV01000003.1	44	50498	52003	-1	C	K03199	aca:ACP_1184  type IV secretion/conjugal transfer ATPase, VirB4 family; K03199 type IV secretion system protein VirB4	False	0.762	757.0	5.773999999999993e-243								CagE, TrbE, VirB family, component of type IV transporter system [PF03135.14]				0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_45	PKUV01	ENA|PKUV01000003|PKUV01000003.1	45	52003	52302	-1	C		aca:ACP_1183  hypothetical protein	False	0.7929999999999999	162.0	1.5049999999999998e-44								Type IV secretory pathway, VirB3-like protein [PF05101.13]				0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_46	PKUV01	ENA|PKUV01000003|PKUV01000003.1	46	52362	52703	-1	C	K03197	aca:ACP_1182  hypothetical protein; K03197 type IV secretion system protein VirB2	False	0.722	134.0	1.644e-34								TrbC/VIRB2 family [PF04956.13]				0
PKUV01_ENA|PKUV01000003|PKUV01000003.1_47	PKUV01	ENA|PKUV01000003|PKUV01000003.1	47	53310	53597	1	E																		0
PKUV01_ENA|PKUV01000004|PKUV01000004.1_1	PKUV01	ENA|PKUV01000004|PKUV01000004.1	1	1	246	-1	E																		0
PKUV01_ENA|PKUV01000004|PKUV01000004.1_2	PKUV01	ENA|PKUV01000004|PKUV01000004.1	2	331	1203	1	C		tsa:AciPR4_0563  response regulator receiver protein	False	0.531	267.0	1.8829999999999997e-77								Response regulator receiver domain [PF00072.24]				0
PKUV01_ENA|PKUV01000004|PKUV01000004.1_3	PKUV01	ENA|PKUV01000004|PKUV01000004.1	3	1740	2057	1	C		mox:DAMO_0384  hypothetical protein	False	0.482	91.0	1.0779999999999999e-19												0
PKUV01_ENA|PKUV01000004|PKUV01000004.1_4	PKUV01	ENA|PKUV01000004|PKUV01000004.1	4	2182	2631	1	C		aca:ACP_3422  hypothetical protein	False	0.456	121.0	1.414e-29												0
PKUV01_ENA|PKUV01000004|PKUV01000004.1_5	PKUV01	ENA|PKUV01000004|PKUV01000004.1	5	3159	3824	1	C		phe:Phep_1535  LmbE family protein	False	0.54	202.0	3.641999999999999e-56								GlcNAc-PI de-N-acetylase [PF02585.17]				0
PKUV01_ENA|PKUV01000004|PKUV01000004.1_6	PKUV01	ENA|PKUV01000004|PKUV01000004.1	6	3821	4522	1	C		psn:Pedsa_1769  group 1 glycosyl transferase	False	0.736	337.0	1.0529999999999995e-102												0
PKUV01_ENA|PKUV01000004|PKUV01000004.1_7	PKUV01	ENA|PKUV01000004|PKUV01000004.1	7	4519	4896	1	C		psn:Pedsa_1769  group 1 glycosyl transferase	False	0.575	140.0	1.807e-36												0
PKUV01_ENA|PKUV01000004|PKUV01000004.1_8	PKUV01	ENA|PKUV01000004|PKUV01000004.1	8	4958	6031	1	A		phe:Phep_1537  hypothetical protein	True	0.635	439.0	9.798999999999994e-136								Alkaline and neutral invertase [PF12899.7]; Amylo-alpha-1,6-glucosidase [PF06202.14]				0
PKUV01_ENA|PKUV01000004|PKUV01000004.1_9	PKUV01	ENA|PKUV01000004|PKUV01000004.1	9	6473	7048	-1	C		aba:Acid345_4272  resolvase-like protein	False	0.7390000000000001	221.0	2.78e-63								Resolvase, N terminal domain [PF00239.21]				0
PKUV01_ENA|PKUV01000004|PKUV01000004.1_10	PKUV01	ENA|PKUV01000004|PKUV01000004.1	10	7285	7713	1	E																		0
PKUV01_ENA|PKUV01000004|PKUV01000004.1_11	PKUV01	ENA|PKUV01000004|PKUV01000004.1	11	7862	8167	1	E																		0
PKUV01_ENA|PKUV01000005|PKUV01000005.1_1	PKUV01	ENA|PKUV01000005|PKUV01000005.1	1	135	1805	-1	A	K00681	aba:Acid345_1464  gamma-glutamyltransferase 2; K00681 gamma-glutamyltranspeptidase [EC:2.3.2.2]	True	0.687	747.0	1.236999999999999e-238	MER0065472	T03	MER0065472 - oxamate amidohydrolase proenzyme ({Klebsiella pneumonia}) (Koribacter versatilis) [T03.025]#T03#{peptidase unit: 32-546}~source YP_590540~	True	0.7	723.0	2.533999999999998e-231	Gamma-glutamyltranspeptidase [PF01019.21]				0
PKUV01_ENA|PKUV01000005|PKUV01000005.1_2	PKUV01	ENA|PKUV01000005|PKUV01000005.1	2	1946	2290	-1	C		aba:Acid345_4391  serine/threonine protein kinase	False	0.633	115.0	6.71e-28								Protein kinase domain [PF00069.25]; Protein tyrosine kinase [PF07714.17]				0
PKUV01_ENA|PKUV01000005|PKUV01000005.1_3	PKUV01	ENA|PKUV01000005|PKUV01000005.1	3	2790	3356	1	C		aba:Acid345_2981  hypothetical protein	False	0.5870000000000001	216.0	7.803999999999997e-62												0
PKUV01_ENA|PKUV01000005|PKUV01000005.1_4	PKUV01	ENA|PKUV01000005|PKUV01000005.1	4	3397	3810	1	C	K07979	fau:Fraau_1079  putative transcriptional regulator; K07979 GntR family transcriptional regulator	False	0.698	155.0	1.902e-41								Bacterial regulatory proteins, gntR family [PF00392.21]				0
PKUV01_ENA|PKUV01000005|PKUV01000005.1_5	PKUV01	ENA|PKUV01000005|PKUV01000005.1	5	3815	4729	1	A	K01990	aba:Acid345_2983  ABC transporter, ATPase subunit; K01990 ABC-2 type transport system ATP-binding protein	True	0.691	417.0	3.154999999999998e-129								ABC transporter [PF00005.27]				0
PKUV01_ENA|PKUV01000005|PKUV01000005.1_6	PKUV01	ENA|PKUV01000005|PKUV01000005.1	6	4726	5640	1	C	K01992	aba:Acid345_2984  ABC transporter, inner membrane subunit; K01992 ABC-2 type transport system permease protein	False	0.463	260.0	6.841999999999997e-75												0
PKUV01_ENA|PKUV01000005|PKUV01000005.1_7	PKUV01	ENA|PKUV01000005|PKUV01000005.1	7	5689	5826	1	E																		0
PKUV01_ENA|PKUV01000005|PKUV01000005.1_8	PKUV01	ENA|PKUV01000005|PKUV01000005.1	8	5893	6669	-1	C	K06180	psl:Psta_2426  RluA family pseudouridine synthase (EC:3.2.1.17); K06180 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	False	0.366	139.0	6.026e-34								RNA pseudouridylate synthase [PF00849.22]				0
PKUV01_ENA|PKUV01000005|PKUV01000005.1_9	PKUV01	ENA|PKUV01000005|PKUV01000005.1	9	7025	7777	1	C		tpz:Tph_c24630  rnhA; ribonuclease H (EC:3.1.26.4)	False	0.36	71.0	5.458e-11								RNase H [PF00075.24]		sp|B8HPS9|RNH_CYAP4 Ribonuclease H; Xu	Xu	0
PKUV01_ENA|PKUV01000005|PKUV01000005.1_10	PKUV01	ENA|PKUV01000005|PKUV01000005.1	10	7868	8161	-1	E																		0
PKUV01_ENA|PKUV01000005|PKUV01000005.1_11	PKUV01	ENA|PKUV01000005|PKUV01000005.1	11	8239	8718	1	C		acp:A2cp1_1150  hypothetical protein	False	0.493	76.0	9.981e-14												0
PKUV01_ENA|PKUV01000005|PKUV01000005.1_12	PKUV01	ENA|PKUV01000005|PKUV01000005.1	12	9055	9654	-1	C		dtu:Dtur_1709  hypothetical protein	False	0.371	112.0	1.782e-25								RNase_H superfamily [PF13482.6]				0
PKUV01_ENA|PKUV01000005|PKUV01000005.1_13	PKUV01	ENA|PKUV01000005|PKUV01000005.1	13	9672	9962	-1	E																		0
PKUV01_ENA|PKUV01000005|PKUV01000005.1_14	PKUV01	ENA|PKUV01000005|PKUV01000005.1	14	11060	11392	-1	C		cte:CT1978  hypothetical protein	False	0.41	79.0	9.375999999999999e-16								CRISPR-associated protein (Cas_Cas2CT1978) [PF09707.10]				0
PKUV01_ENA|PKUV01000005|PKUV01000005.1_15	PKUV01	ENA|PKUV01000005|PKUV01000005.1	15	11389	12222	-1	C	K15342	cpb:Cphamn1_2164  CRISPR-associated protein Cas1; K15342 CRISP-associated protein Cas1	False	0.488	243.0	2.3039999999999996e-69								CRISPR associated protein Cas1 [PF01867.16]				0
PKUV01_ENA|PKUV01000005|PKUV01000005.1_16	PKUV01	ENA|PKUV01000005|PKUV01000005.1	16	12245	12967	-1	C		gur:Gura_0831  CRISPR-associated Cas5 family protein	False	0.45	195.0	1.636e-53								CRISPR-associated protein (Cas_Cas5) [PF09704.10]				0
PKUV01_ENA|PKUV01000005|PKUV01000005.1_17	PKUV01	ENA|PKUV01000005|PKUV01000005.1	17	12960	14057	-1	C		dds:Ddes_0926  Cse4 family CRISPR-associated protein	False	0.481	323.0	1.2569999999999993e-95								CT1975-like protein [PF09344.10]				0
PKUV01_ENA|PKUV01000005|PKUV01000005.1_18	PKUV01	ENA|PKUV01000005|PKUV01000005.1	18	14079	14714	-1	C		dds:Ddes_0925  Cse3 family CRISPR-associated protein	False	0.424	159.0	1.322e-41								CRISPR associated protein [PF08798.11]				0
PKUV01_ENA|PKUV01000005|PKUV01000005.1_19	PKUV01	ENA|PKUV01000005|PKUV01000005.1	19	14711	15217	-1	C		gur:Gura_0828  hypothetical protein	False	0.4320000000000001	116.0	1.812e-27								CRISPR-associated protein Cse2 (CRISPR_cse2) [PF09485.10]				0
PKUV01_ENA|PKUV01000005|PKUV01000005.1_20	PKUV01	ENA|PKUV01000005|PKUV01000005.1	20	15214	16776	-1	C		dds:Ddes_0923  Cse1 family CRISPR-associated protein	False	0.381	331.0	7.317999999999998e-96								CRISPR-associated protein Cse1 (CRISPR_cse1) [PF09481.10]				0
PKUV01_ENA|PKUV01000005|PKUV01000005.1_21	PKUV01	ENA|PKUV01000005|PKUV01000005.1	21	16760	19354	-1	A	K07012	gur:Gura_0826  CRISPR-associated helicase Cas3; K07012	True	0.42	622.0	4.3759999999999966e-190								HD domain [PF18019.1]				0
PKUV01_ENA|PKUV01000005|PKUV01000005.1_22	PKUV01	ENA|PKUV01000005|PKUV01000005.1	22	19650	19928	-1	C		sus:Acid_1609  plasmid-like protein	False	0.677	121.0	1.1209999999999998e-30												0
PKUV01_ENA|PKUV01000005|PKUV01000005.1_23	PKUV01	ENA|PKUV01000005|PKUV01000005.1	23	19925	20281	-1	E																		0
PKUV01_ENA|PKUV01000005|PKUV01000005.1_24	PKUV01	ENA|PKUV01000005|PKUV01000005.1	24	20545	21843	1	C	K03797	acr:Acry_0903  carboxyl-terminal protease (EC:3.4.21.102); K03797 carboxyl-terminal processing protease [EC:3.4.21.102]	False	0.305	128.0	2.164e-28	MER0900762	S41A	MER0900762 - subfamily S41A unassigned peptidases (Acidiphilium sp. JA12-A1) [S41.UPA]#S41A#{peptidase unit: 74-172, 197-368}~source A0A066PSD2~	False	0.282	103.0	2.2019999999999998e-21	Peptidase family S41 [PF03572.18]; PDZ domain [PF13180.6]				0
PKUV01_ENA|PKUV01000005|PKUV01000005.1_25	PKUV01	ENA|PKUV01000005|PKUV01000005.1	25	22078	22329	-1	E																		0
PKUV01_ENA|PKUV01000006|PKUV01000006.1_1	PKUV01	ENA|PKUV01000006|PKUV01000006.1	1	283	1212	1	C		aba:Acid345_4002  ABC sugar transporter, periplasmic ligand binding protein	False	0.562	320.0	2.168999999999999e-95								Periplasmic binding protein domain [PF13407.6]				0
PKUV01_ENA|PKUV01000006|PKUV01000006.1_2	PKUV01	ENA|PKUV01000006|PKUV01000006.1	2	1481	2020	-1	C		cpb:Cphamn1_1502  hypothetical protein	False	0.552	185.0	3.4159999999999996e-51								DinB family [PF05163.12]				0
PKUV01_ENA|PKUV01000006|PKUV01000006.1_3	PKUV01	ENA|PKUV01000006|PKUV01000006.1	3	2166	2660	-1	E																		0
PKUV01_ENA|PKUV01000006|PKUV01000006.1_4	PKUV01	ENA|PKUV01000006|PKUV01000006.1	4	2825	3400	1	C		aba:Acid345_4272  resolvase-like protein	False	0.745	223.0	5.752e-64								Resolvase, N terminal domain [PF00239.21]				0
PKUV01_ENA|PKUV01000006|PKUV01000006.1_5	PKUV01	ENA|PKUV01000006|PKUV01000006.1	5	3931	5067	-1	A		sbh:SBI_05253  NHL repeat-containing protein	True	0.595	389.0	7.018999999999996e-118								SMP-30/Gluconolactonase/LRE-like region [PF08450.12]				0
PKUV01_ENA|PKUV01000007|PKUV01000007.1_1	PKUV01	ENA|PKUV01000007|PKUV01000007.1	1	335	850	-1	D														Putative zinc- or iron-chelating domain [PF03692.15]				0
PKUV01_ENA|PKUV01000007|PKUV01000007.1_2	PKUV01	ENA|PKUV01000007|PKUV01000007.1	2	1039	1281	-1	E																		0
PKUV01_ENA|PKUV01000007|PKUV01000007.1_3	PKUV01	ENA|PKUV01000007|PKUV01000007.1	3	1327	2631	-1	A		cnc:CNE_BB2p02250  prophage lambdaSa1 transcriptase/maturase family protein	True	0.7609999999999999	672.0	5.103999999999995e-215								Reverse transcriptase (RNA-dependent DNA polymerase) [PF00078.27]; Group II intron, maturase-specific domain [PF08388.11]		REFSEQ gp20 protein; Xu	Xu	0
PKUV01_ENA|PKUV01000007|PKUV01000007.1_4	PKUV01	ENA|PKUV01000007|PKUV01000007.1	4	2624	3007	-1	C		dgi:Desgi_2473  hypothetical protein	False	0.755	64.0	3.982e-10												0
PKUV01_ENA|PKUV01000008|PKUV01000008.1_1	PKUV01	ENA|PKUV01000008|PKUV01000008.1	1	21	266	-1	C		sus:Acid_3213  hypothetical protein	False	0.494	77.0	1.7460000000000002e-15												0
PKUV01_ENA|PKUV01000008|PKUV01000008.1_2	PKUV01	ENA|PKUV01000008|PKUV01000008.1	2	266	520	-1	E																		0
PKUV01_ENA|PKUV01000008|PKUV01000008.1_3	PKUV01	ENA|PKUV01000008|PKUV01000008.1	3	1216	1767	1	C		aba:Acid345_2558  hypothetical protein	False	0.476	87.0	2.596e-17												0
PKUV01_ENA|PKUV01000008|PKUV01000008.1_4	PKUV01	ENA|PKUV01000008|PKUV01000008.1	4	1843	2907	1	A	K03856	aca:ACP_2753  aroF2; 3-deoxy-7-phosphoheptulonate synthase (EC:2.5.1.54); K03856 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	True	0.77	535.0	5.295999999999996e-169								DAHP synthetase I family [PF00793.20]; DAHP synthase ferredoxin-like domain [PF18152.1]; NeuB family [PF03102.14]				0
PKUV01_ENA|PKUV01000008|PKUV01000008.1_5	PKUV01	ENA|PKUV01000008|PKUV01000008.1	5	2911	4077	1	A		aba:Acid345_1882  YVTN beta-propeller repeat-containing protein	True	0.5820000000000001	387.0	2.7159999999999988e-117								Lactonase, 7-bladed beta-propeller [PF10282.9]; Cytochrome D1 heme domain [PF02239.16]				0
PKUV01_ENA|PKUV01000008|PKUV01000008.1_6	PKUV01	ENA|PKUV01000008|PKUV01000008.1	6	5209	5481	1	C		ali:AZOLI_p20349  hypothetical protein	False	0.5710000000000001	100.0	1.99e-23												0
PKUV01_ENA|PKUV01000009|PKUV01000009.1_1	PKUV01	ENA|PKUV01000009|PKUV01000009.1	1	179	877	1	C		aba:Acid345_3454  hypothetical protein	False	0.5720000000000001	247.0	1.1269999999999993e-71								Las17-binding protein actin regulator [PF04366.12]				0
PKUV01_ENA|PKUV01000009|PKUV01000009.1_2	PKUV01	ENA|PKUV01000009|PKUV01000009.1	2	1044	1190	1	C		bpf:BpOF4_09510  hypothetical protein	False	0.65	63.0	2.361e-11												0
PKUV01_ENA|PKUV01000009|PKUV01000009.1_3	PKUV01	ENA|PKUV01000009|PKUV01000009.1	3	1408	1698	1	C		cthe:Chro_3100  pterin-4-alpha-carbinolamine dehydratase (EC:4.2.1.96)	False	0.623	116.0	8.298999999999998e-29								Pterin 4 alpha carbinolamine dehydratase [PF01329.19]				0
PKUV01_ENA|PKUV01000009|PKUV01000009.1_4	PKUV01	ENA|PKUV01000009|PKUV01000009.1	4	2073	2330	-1	E																		0
PKUV01_ENA|PKUV01000009|PKUV01000009.1_5	PKUV01	ENA|PKUV01000009|PKUV01000009.1	5	2327	2536	-1	E																		0
PKUV01_ENA|PKUV01000010|PKUV01000010.1_1	PKUV01	ENA|PKUV01000010|PKUV01000010.1	1	89	739	1	C		hdt:HYPDE_23308  nitroreductase	False	0.609	221.0	8.184999999999996e-63								Nitroreductase family [PF00881.24]				0
PKUV01_ENA|PKUV01000010|PKUV01000010.1_2	PKUV01	ENA|PKUV01000010|PKUV01000010.1	2	823	1404	1	C		cthe:Chro_2826  hypothetical protein	False	0.652	250.0	3.0919999999999994e-73								Possible lysine decarboxylase [PF03641.14]; SLOG cluster4 family [PF18306.1]				0
PKUV01_ENA|PKUV01000010|PKUV01000010.1_3	PKUV01	ENA|PKUV01000010|PKUV01000010.1	3	1602	2591	1	C		mas:Mahau_1958  aldo/keto reductase	False	0.5670000000000001	307.0	1.5629999999999997e-90								Aldo/keto reductase family [PF00248.21]				0
PKUV01_ENA|PKUV01000011|PKUV01000011.1_1	PKUV01	ENA|PKUV01000011|PKUV01000011.1	1	1876	2430	1	C		aba:Acid345_2313  hypothetical protein	False	0.635	217.0	4.773999999999998e-62								Protein of unknown function (DUF4230) [PF14014.6]				0
PKUV01_ENA|PKUV01000011|PKUV01000011.1_2	PKUV01	ENA|PKUV01000011|PKUV01000011.1	2	2492	3640	-1	C	K01183	aba:Acid345_3523  glycoside hydrolase family protein; K01183 chitinase [EC:3.2.1.14]	False	0.43	262.0	3.714999999999998e-74								Glycosyl hydrolases family 18 [PF00704.28]	GH18 chitinase (EC 3.2.1.14); lysozyme (EC 3.2.1.17); endo-beta-N-acetylglucosaminidase (EC 3.2.1.96); peptidoglycan hydrolase with endo-beta-N-acetylglucosaminidase specificity (EC 3.2.1.-); Nod factor hydrolase (EC 3.2.1.-); xylanase inhibitor; concanavalin B; narbonin [GH18]	sp|P07254|CHIA_SERMA Chitinase A; Xh	Xh	0
PKUV01_ENA|PKUV01000011|PKUV01000011.1_3	PKUV01	ENA|PKUV01000011|PKUV01000011.1	3	3900	4184	-1	C		aba:Acid345_2714  cytochrome c, class I	False	0.447	78.0	1.216e-15								Cytochrome C oxidase, cbb3-type, subunit III [PF13442.6]; Cytochrome c [PF00034.21]				1
PKUV01_ENA|PKUV01000011|PKUV01000011.1_4	PKUV01	ENA|PKUV01000011|PKUV01000011.1	4	4374	8129	-1	A		tsa:AciPR4_0212  hypothetical protein	True	0.433	945.0	1.0849999999999985e-294								Carboxypeptidase regulatory-like domain [PF13620.6]				0
